timestamp,airflow_rate,temperature_difference,power_consumption
2022-01-01 00:00:00,394.10695523279765,8.840197659798932,23.471447398135147
2022-01-01 01:00:00,636.1961260078791,9.6226630340959,88.1760393252925
2022-01-01 02:00:00,580.8387204890427,9.033497149620606,29.717406443395102
2022-01-01 03:00:00,637.8288926575882,10.699162025003394,83.69379851985366
2022-01-01 04:00:00,614.1301846244834,9.906716522971703,63.27989983745336
2022-01-01 05:00:00,489.68263731944944,8.806020883520914,40.97893591383677
2022-01-01 06:00:00,575.5356186684845,10.417912237750995,49.108093146625144
2022-01-01 07:00:00,498.6427855084567,12.097364009813967,66.94445215856173
2022-01-01 08:00:00,619.2017709565583,10.477693572597692,39.16637562958288
2022-01-01 09:00:00,575.9104342588362,10.195089801406889,23.78003549688708
2022-01-01 10:00:00,535.3777149633892,9.316299773824673,11.756781573776385
2022-01-01 11:00:00,488.6951656501769,10.591492323792973,15.362049215509687
2022-01-01 12:00:00,568.5552544592922,9.227568804429634,21.717690129268604
2022-01-01 13:00:00,452.30426375114854,10.42386907830963,52.61935932267054
2022-01-01 14:00:00,618.8856465399924,9.579378960565265,53.63139145742771
2022-01-01 15:00:00,493.5735997921405,9.12555986189192,15.69886171475082
2022-01-01 16:00:00,522.1024917719864,8.357968010561711,47.7779275655175
2022-01-01 17:00:00,655.8900092249949,10.295078670266335,73.36698521722691
2022-01-01 18:00:00,632.2931197941292,10.545557857139624,35.273893432783865
2022-01-01 19:00:00,515.9586052390295,9.451100863781717,87.85804434846898
2022-01-01 20:00:00,649.2401984599616,10.06107594906858,51.00235051282155
2022-01-01 21:00:00,638.2385377623862,9.97029666581593,6.4091208578410965
2022-01-01 22:00:00,455.87506045306856,10.9524217538023,46.07010398949408
2022-01-01 23:00:00,452.5240299065833,10.149735806349113,26.709538340658955
2022-01-02 00:00:00,570.9703522313292,10.830524759717074,3.0661209268232454
2022-01-02 01:00:00,494.69221121413455,10.814282011764362,55.122316632371074
2022-01-02 02:00:00,446.8732742567223,11.070717118530029,84.49666670227927
2022-01-02 03:00:00,471.05733502830674,11.62020520884006,88.84246432795914
2022-01-02 04:00:00,465.84523232738655,11.328212801995146,86.08227740297725
2022-01-02 05:00:00,503.92946441112827,10.077624604247953,36.47167891149779
2022-01-02 06:00:00,517.3361918287328,10.002039767033219,39.19957955197243
2022-01-02 07:00:00,447.4000875181726,9.45031298934987,68.32574121844074
2022-01-02 08:00:00,554.4999229244779,9.33111001425342,10.756092044227033
2022-01-02 09:00:00,490.90193009511006,9.695713858639584,26.180701426489225
2022-01-02 10:00:00,688.6925333521098,9.319890773876137,103.0025584374687
2022-01-02 11:00:00,546.3988039791128,13.00031968538483,144.19292278212464
2022-01-02 12:00:00,493.52414809100276,9.295870378951507,31.739807333413694
2022-01-02 13:00:00,536.7870882135547,7.272586041367397,38.68126541248614
2022-01-02 14:00:00,612.3830138261011,10.068091168807976,70.10249403308116
2022-01-02 15:00:00,478.4803987337349,8.907834850910307,46.456917614411346
2022-01-02 16:00:00,592.3246141040773,11.473042973053982,78.0197142589957
2022-01-02 17:00:00,515.4092844459597,9.703866696619217,32.965278141590396
2022-01-02 18:00:00,522.8016256346966,9.517133960576036,37.01150159240791
2022-01-02 19:00:00,679.4562579048165,9.752468773791971,131.61078005679153
2022-01-02 20:00:00,564.9445254047307,8.864397247495862,40.317020745305385
2022-01-02 21:00:00,606.7659708363326,10.934010486456778,108.98892849545756
2022-01-02 22:00:00,367.7389407506526,9.692676406843752,15.581958475750316
2022-01-02 23:00:00,481.63986719729235,8.497812773269024,36.99653886007594
