timestamp,heating_load,fuel_consumption,power_consumption
2022-01-01 00:00:00,311.6556332167272,289.8078540901609,335.1572225905456
2022-01-01 01:00:00,525.4929219720627,449.53931725201215,637.4188400016285
2022-01-01 02:00:00,416.5211781528634,344.2809444536272,451.60002803831577
2022-01-01 03:00:00,558.2047047445137,467.3967130868804,624.503271653086
2022-01-01 04:00:00,421.5896737039232,330.0410215733738,396.252504558482
2022-01-01 05:00:00,406.1172052926821,298.03420855004373,451.4721479168778
2022-01-01 06:00:00,561.8070676287766,456.27721352209375,507.64182064472584
2022-01-01 07:00:00,332.9592156582066,288.97621505103217,351.9536147701159
2022-01-01 08:00:00,445.00818858658124,391.3272707479109,530.7003026537535
2022-01-01 09:00:00,481.32391449219466,403.3718008694798,515.5104063928391
2022-01-01 10:00:00,425.3612219330397,339.40365717896054,366.4937234087712
2022-01-01 11:00:00,462.2341555905448,421.0509033779297,584.4923044977859
2022-01-01 12:00:00,469.72822401099734,438.9541197744636,563.6423938559599
2022-01-01 13:00:00,400.5838413963382,344.9872658640828,448.41229268822605
2022-01-01 14:00:00,479.9451939024834,367.47119251919895,562.7755707457113
2022-01-01 15:00:00,270.8514290182148,251.57647225553052,314.3403288550107
2022-01-01 16:00:00,390.4536552873169,346.1280295585085,455.91950116701344
2022-01-01 17:00:00,447.9572639154826,376.3404121288685,536.4701905458351
2022-01-01 18:00:00,489.9570673800787,415.6137186228754,544.2252034943806
2022-01-01 19:00:00,482.6807517194112,428.03745475193045,483.96254456611774
2022-01-01 20:00:00,570.669086331251,426.8633389589457,562.3745633076594
2022-01-01 21:00:00,593.0908583484871,525.6870718101856,662.3174954206492
2022-01-01 22:00:00,399.1805475307862,333.9409691304272,467.62156711981385
2022-01-01 23:00:00,386.74896377670933,316.82104626384023,365.1219400291712
2022-01-02 00:00:00,494.0047822882583,394.5159387068987,573.539557349505
2022-01-02 01:00:00,422.75990701177295,325.02111399383614,545.6452027843751
2022-01-02 02:00:00,395.3098672154572,331.19445602402544,437.01680981371027
2022-01-02 03:00:00,258.9002061939073,196.53915499331862,233.23824577768812
2022-01-02 04:00:00,345.0268746874373,299.73437607205364,345.9066519534326
2022-01-02 05:00:00,360.8415887564397,323.24519950911963,322.68882905419895
2022-01-02 06:00:00,387.05816853883033,343.5849720175439,343.7109857310572
2022-01-02 07:00:00,288.69982475781177,232.8868382508878,261.3416700793443
2022-01-02 08:00:00,392.79127741992073,326.8715468959528,526.459840233466
2022-01-02 09:00:00,402.06195882979864,333.129119323043,429.7226055929791
2022-01-02 10:00:00,463.41659856559113,417.8282510464136,452.8694120846157
2022-01-02 11:00:00,299.3338647316572,256.8228154520429,362.4501382621291
2022-01-02 12:00:00,396.1602672437416,348.9613560815746,455.40782003521366
2022-01-02 13:00:00,417.4642825583727,349.7875299096541,459.55095138491777
2022-01-02 14:00:00,512.7867221257136,403.79812147097675,503.61396430708504
2022-01-02 15:00:00,468.5170079478272,409.2014393228926,487.7535476397792
2022-01-02 16:00:00,514.6309242208158,405.9944667472438,657.3248923317
2022-01-02 17:00:00,312.7607951208725,251.5588031337829,359.50882012059895
2022-01-02 18:00:00,537.604125662045,419.2088755015057,666.1873410768311
2022-01-02 19:00:00,495.9441820011587,437.46432231533913,553.8753332388678
2022-01-02 20:00:00,478.83501643353884,422.52703994544925,465.85857037422596
2022-01-02 21:00:00,451.0711996455121,379.4220381401679,515.3262946851894
2022-01-02 22:00:00,313.7147387077622,305.83466515764417,326.51449426146405
2022-01-02 23:00:00,416.9244034325479,330.365102666878,494.0211711623339
2022-01-03 00:00:00,492.9988125389873,386.6213855948828,467.5142334173085
2022-01-03 01:00:00,427.4293744872546,383.83373959069746,494.22206023544345
2022-01-03 02:00:00,390.2189151655195,313.9434815413336,345.7561423413871
2022-01-03 03:00:00,377.77698154877083,316.3157430973668,408.1161577190051
2022-01-03 04:00:00,305.53061767893547,290.82702636601454,382.9651178127246
2022-01-03 05:00:00,547.5473963900218,478.8352697815478,574.445208005882
2022-01-03 06:00:00,409.81275666383846,354.5269115190469,490.6909985521778
2022-01-03 07:00:00,407.38863646960533,343.86381616602347,335.5078269350961
2022-01-03 08:00:00,305.5689891276239,258.20422579266483,338.2781861556531
2022-01-03 09:00:00,498.88433542007596,380.4071699707986,556.3590742221196
2022-01-03 10:00:00,438.5970317061495,342.76317493248644,445.1324587901655
2022-01-03 11:00:00,366.1210522513447,290.1052298558183,418.6964201811836
2022-01-03 12:00:00,476.33622272813864,390.2146463805133,585.9916864249727
2022-01-03 13:00:00,226.61403618403298,185.72754285475202,244.56775945268075
2022-01-03 14:00:00,447.25580127522227,400.2164573543276,480.6358191728569
2022-01-03 15:00:00,485.0965404850631,393.37210580845664,529.4914010429231
2022-01-03 16:00:00,331.8546586389164,293.5047626344654,413.10487174124137
2022-01-03 17:00:00,336.5183338515994,286.58511405886065,328.6073562498513
2022-01-03 18:00:00,313.7983005655501,270.96689228678457,334.4507979978846
2022-01-03 19:00:00,479.2574132903075,451.1005105489437,551.429053942539
2022-01-03 20:00:00,616.0611799024538,596.1980563826847,804.7062524455366
2022-01-03 21:00:00,501.30438540688647,439.38693385179664,549.1975684965771
2022-01-03 22:00:00,437.16114101422113,369.9728842888425,390.04485342397385
2022-01-03 23:00:00,361.25195913403724,323.7751485642666,401.36341833015604
2022-01-04 00:00:00,528.2079885129386,431.3941809113423,566.1845199522826
2022-01-04 01:00:00,406.55157151904456,351.5963512972714,445.3901597693633
2022-01-04 02:00:00,414.77046987739044,383.3674472109403,420.9435636804595
2022-01-04 03:00:00,583.7514762280532,506.74615052698107,690.0229772564531
2022-01-04 04:00:00,397.24787926925455,320.55785164098376,421.83945881113954
2022-01-04 05:00:00,497.35215737934834,442.24826831084454,449.90955523664735
2022-01-04 06:00:00,615.5062023754284,504.0182338427122,601.0678874538119
2022-01-04 07:00:00,683.7107752231784,546.9405131386096,794.7749635860506
2022-01-04 08:00:00,356.08387673537925,281.53230559461315,396.60713149276273
2022-01-04 09:00:00,318.23829040825996,262.6432266760732,349.58814315097345
2022-01-04 10:00:00,368.78108024912467,337.56958441847235,406.7709647090586
2022-01-04 11:00:00,266.49590127891383,221.31002771930096,314.22639079408196
2022-01-04 12:00:00,441.7384806374771,355.50393011694564,412.0405395948705
2022-01-04 13:00:00,400.7612199511358,397.6041519145364,355.76174561659974
2022-01-04 14:00:00,411.08991406552923,386.1234330744369,495.65259064892825
2022-01-04 15:00:00,393.95825320448574,369.30883638310195,405.91327108242433
2022-01-04 16:00:00,466.210290976115,375.3940684328633,462.8974693329133
2022-01-04 17:00:00,435.34548609392755,392.76910317824024,537.7787903373278
2022-01-04 18:00:00,558.7377517032256,504.6361063076558,556.4676419256133
2022-01-04 19:00:00,465.6809545692227,378.45157339586,496.2203240207262
2022-01-04 20:00:00,458.77552963965746,406.2027412170397,541.978883090296
2022-01-04 21:00:00,427.179474164521,381.45442863252146,417.8821303682725
2022-01-04 22:00:00,396.67173163450934,351.4071515965772,469.4813771182664
2022-01-04 23:00:00,492.4972173462397,432.80400980862635,574.5863319086847
2022-01-05 00:00:00,506.64934987157545,436.181077770632,687.6579057156587
2022-01-05 01:00:00,493.44024941356304,415.74191375139384,580.9396707111293
2022-01-05 02:00:00,347.36937796951963,311.3849890720858,370.05245771673145
2022-01-05 03:00:00,399.1381884579914,385.2557671497221,442.9511335728191
2022-01-05 04:00:00,291.423424765527,245.40854004550644,372.9077144908593
2022-01-05 05:00:00,407.9504700183936,320.66469929658945,407.5767790072181
2022-01-05 06:00:00,366.4857283293681,293.326306776068,402.56830504512527
2022-01-05 07:00:00,518.1418950869582,401.2141581664271,574.292336059977
2022-01-05 08:00:00,464.0044961197867,402.2910132282843,508.17190247299146
2022-01-05 09:00:00,391.45735116609,316.2452390500372,477.99119338878137
2022-01-05 10:00:00,452.03584969286993,373.635405971606,473.32687286009815
2022-01-05 11:00:00,379.34833978417504,351.2041978803685,372.4099290037129
2022-01-05 12:00:00,542.1458680784334,460.4215581746035,569.602099385843
2022-01-05 13:00:00,469.19168062556,430.55111236564966,477.6563235350985
2022-01-05 14:00:00,428.5115106509287,391.863627693749,471.79885496113695
2022-01-05 15:00:00,487.4290146235076,432.470708550125,577.4218107507703
2022-01-05 16:00:00,415.4102340948545,343.4452429400403,480.7411676005451
2022-01-05 17:00:00,401.0664172146224,340.56639270808535,431.16164947257226
2022-01-05 18:00:00,450.7989264031102,349.32163554879185,461.14296824241234
2022-01-05 19:00:00,362.5454749635431,333.2482487015619,432.82174177908524
2022-01-05 20:00:00,451.06539679235897,356.53147071193075,440.0262207099767
2022-01-05 21:00:00,558.7882871249731,500.2916419185957,578.3787088494322
2022-01-05 22:00:00,621.1003025968237,533.744083512866,644.8714336912451
2022-01-05 23:00:00,442.7311286144285,425.9192890180188,414.0636441072064
2022-01-06 00:00:00,593.8211730743507,501.9043616905867,671.5458873327219
2022-01-06 01:00:00,448.11616497558657,398.2235784102087,549.9546053517471
2022-01-06 02:00:00,393.52479780563976,322.6139662229656,426.7806131167663
2022-01-06 03:00:00,437.7443937340516,351.9945651132487,480.85149510812033
2022-01-06 04:00:00,410.232053332732,355.2406086383304,441.46193582700835
2022-01-06 05:00:00,527.2420742967341,463.51230997583275,612.4655835031813
2022-01-06 06:00:00,475.41520044555693,403.9204216386533,456.1335109285162
2022-01-06 07:00:00,283.7848039485275,247.09578220777078,297.19162035573225
2022-01-06 08:00:00,312.1062257044179,272.7131812691285,324.57800037139356
2022-01-06 09:00:00,373.9420227872583,310.40334024615674,410.5842719588763
2022-01-06 10:00:00,379.54562617333426,330.8836549311818,428.8446379059647
2022-01-06 11:00:00,485.972911291091,415.0153837999268,580.4010568114667
2022-01-06 12:00:00,496.8719964130514,449.37816818201236,430.4466615134539
2022-01-06 13:00:00,430.75257169200603,379.3241299753462,533.1844107406184
2022-01-06 14:00:00,351.23815775097364,289.821582673188,417.2000547475744
2022-01-06 15:00:00,531.6704867815555,479.7646802630263,633.164531213723
2022-01-06 16:00:00,361.8129077857899,318.7279071192516,352.6836490214355
2022-01-06 17:00:00,552.6368731599857,489.6170084981247,578.7903744595623
2022-01-06 18:00:00,389.5307947660163,331.12405469964204,391.57694347406607
2022-01-06 19:00:00,365.43056796090156,321.90295990070825,370.00926019577497
2022-01-06 20:00:00,386.0304227896063,336.39515495596544,397.5329928636212
2022-01-06 21:00:00,461.8396063462036,393.8422358290978,395.9059271612111
2022-01-06 22:00:00,555.5964396075691,441.8664287212083,632.8227397765955
2022-01-06 23:00:00,408.6252737140213,354.2254240562899,387.25787288115106
2022-01-07 00:00:00,423.7692086599636,387.809844836119,434.35765280598747
2022-01-07 01:00:00,384.9619125429799,314.4702079507054,437.71843035410643
2022-01-07 02:00:00,367.9710254105898,315.1293752587236,398.50548472361476
2022-01-07 03:00:00,366.9359061212384,316.4369549263443,438.225648111817
2022-01-07 04:00:00,401.1799813614842,322.27181742953314,444.75436737933614
2022-01-07 05:00:00,373.6684657509449,340.22744435182574,412.76673327683994
2022-01-07 06:00:00,441.9986959134767,398.3356027128273,454.7478536004902
2022-01-07 07:00:00,484.46937319915577,391.89812548043733,616.2013751428756
2022-01-07 08:00:00,370.07795379220454,329.0647004206256,495.45732077863585
2022-01-07 09:00:00,372.60362026716166,289.7044268886229,412.5012303666618
2022-01-07 10:00:00,443.06510101298176,391.6006841503977,492.19130052705583
2022-01-07 11:00:00,351.22925689052653,308.52037021797884,398.62848031476676
2022-01-07 12:00:00,402.3278331453975,340.0637063383712,446.77099147224277
2022-01-07 13:00:00,386.31033903398435,333.95243928299357,488.7514171078543
2022-01-07 14:00:00,556.8840778731917,463.5507206227556,614.5048161558593
2022-01-07 15:00:00,710.7395386008199,545.4794393626216,735.9677472896458
2022-01-07 16:00:00,698.8599809968769,583.3281768021508,723.9512152526742
2022-01-07 17:00:00,314.7205409274081,270.11744647520123,362.30196253393694
2022-01-07 18:00:00,341.29491079558505,296.66758236610525,364.0032618831112
2022-01-07 19:00:00,380.4157492785488,341.0992789319348,426.3302629781606
2022-01-07 20:00:00,529.4159899892956,433.2108852002448,559.3988020860536
2022-01-07 21:00:00,398.15335197950316,340.1456479607622,394.71136610844064
2022-01-07 22:00:00,562.3394568174105,452.9242183813183,572.7538873555402
2022-01-07 23:00:00,430.5527947281234,365.87980334586604,407.7555991906511
2022-01-08 00:00:00,340.72111853888947,264.24924440757917,389.8435462594004
2022-01-08 01:00:00,498.93801565767853,411.82063657846606,507.0868986699969
2022-01-08 02:00:00,465.4455032307979,404.2387734889532,565.2788441573225
2022-01-08 03:00:00,489.74480314783415,402.8350133683422,467.2831545055353
2022-01-08 04:00:00,448.2138623209362,400.3234578335326,539.6519941779737
2022-01-08 05:00:00,366.20774090224154,286.43729351097,393.33317811905783
2022-01-08 06:00:00,308.6430780590442,278.980867353903,391.2691223804564
2022-01-08 07:00:00,465.6627465274431,351.23076209187644,502.27246614455805
2022-01-08 08:00:00,499.93520268346657,444.62799528289275,552.445362585127
2022-01-08 09:00:00,337.07609081131636,289.51021228623335,358.695741035557
2022-01-08 10:00:00,422.81808096713127,354.7572198629964,391.1935726309669
2022-01-08 11:00:00,300.8982002382175,277.4246546375749,314.4808208749181
2022-01-08 12:00:00,571.6594854948996,425.4849756552897,717.3790038820883
2022-01-08 13:00:00,325.52951285093155,305.02058594705375,307.00926674763434
2022-01-08 14:00:00,405.72041708627705,340.1533391236135,476.36316603741056
2022-01-08 15:00:00,383.5242004147934,346.7930274138419,372.2791542599618
2022-01-08 16:00:00,326.66219980348194,283.08329542766893,304.76555678616234
2022-01-08 17:00:00,420.84972958627844,354.35934545163093,473.2302496155684
2022-01-08 18:00:00,525.8822377037129,408.44444886320133,543.6853462947423
2022-01-08 19:00:00,523.1988719089559,442.58851665958593,547.1720337686559
2022-01-08 20:00:00,533.7226575543045,473.391372784496,578.9644290577137
2022-01-08 21:00:00,519.8123078746373,448.21108914084425,540.8185129530104
2022-01-08 22:00:00,359.20853855642093,300.51456441243175,382.7449881161657
2022-01-08 23:00:00,453.8395084585114,375.9803779313096,524.1659965566306
2022-01-09 00:00:00,568.203772153532,501.1010690532392,700.791475797782
2022-01-09 01:00:00,469.93492069338396,407.3238011814666,375.94875231347197
2022-01-09 02:00:00,400.0755261737405,350.0871738842499,477.6665784440874
2022-01-09 03:00:00,445.4514162225091,382.4631171727269,462.554101428926
2022-01-09 04:00:00,473.07944422497843,404.8486967383937,493.9735053408623
2022-01-09 05:00:00,435.9382164566019,406.9248211757652,390.57230860242805
2022-01-09 06:00:00,419.16423036085973,353.50051378497665,502.91713971703484
2022-01-09 07:00:00,497.1646631775348,457.97399934844003,470.68510676772684
2022-01-09 08:00:00,257.0970168389728,211.81219481079927,285.97814763874993
2022-01-09 09:00:00,420.29176723990923,415.0587847888158,484.41257371067223
2022-01-09 10:00:00,400.27149659804553,341.3741862517455,446.6831014946814
2022-01-09 11:00:00,486.22837434819155,428.6488343553868,510.5244530490082
2022-01-09 12:00:00,474.87488944830903,358.83740627749,510.3987497553323
2022-01-09 13:00:00,426.434810907641,364.0174962282887,470.3562608934674
2022-01-09 14:00:00,419.07189983916606,370.54244435428353,412.3648447749129
2022-01-09 15:00:00,424.0681266450782,372.87442454553235,437.75006855097786
2022-01-09 16:00:00,354.5949823213435,340.4830768980857,373.27952610428514
2022-01-09 17:00:00,359.29447729903796,302.67575178766964,414.8761915371085
2022-01-09 18:00:00,477.59158005070407,384.428796241622,561.065758102207
2022-01-09 19:00:00,567.4970193118195,466.54622199977155,653.706236018224
2022-01-09 20:00:00,404.2037980618109,381.55654301590425,522.7154508199122
2022-01-09 21:00:00,552.3239256225833,451.6101666762564,550.5490095161042
2022-01-09 22:00:00,386.19710579290063,330.7510270353769,398.51147565399714
2022-01-09 23:00:00,270.86697341785475,246.31984054690528,271.6946767703742
2022-01-10 00:00:00,291.30931469899184,227.24848303080773,320.137562687549
2022-01-10 01:00:00,487.7673602775789,399.9866401860278,565.982853913493
2022-01-10 02:00:00,340.7652186073267,331.40436515468764,308.1740630542209
2022-01-10 03:00:00,392.50909244661057,312.69520767445823,463.45684912031703
2022-01-10 04:00:00,342.73478942549013,282.5442606785221,400.47441015935067
2022-01-10 05:00:00,469.6029893826508,357.03039665045304,485.985462206393
2022-01-10 06:00:00,544.0292362599622,438.19814374725826,477.8217211501345
2022-01-10 07:00:00,390.4740516323347,332.4567957910361,367.26658663333984
2022-01-10 08:00:00,388.31624407235876,292.88186302560825,402.7978977756619
2022-01-10 09:00:00,597.4119388201141,497.49496494961926,657.5799698432673
2022-01-10 10:00:00,381.92159977034737,339.889780441777,379.6014927130213
2022-01-10 11:00:00,487.3674025667572,422.92119655842663,519.4596200235171
2022-01-10 12:00:00,537.7210278787683,421.0849828963888,577.5475008963407
2022-01-10 13:00:00,463.8218160962403,357.1623131092771,498.1797346282419
2022-01-10 14:00:00,355.47090956418793,314.5092747288548,382.2162573131954
2022-01-10 15:00:00,444.86467726720235,389.82056694731443,502.42280767751635
